,PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
70,29,71,2012-01-22 00:00:00.000,3,377,36.9705,110.9115,3.0,0.0,3.0,2012-01-15 00:00:00.000
71,29,72,2012-01-22 00:00:00.000,3,378,41.244,123.732,3.0,0.0,3.0,2012-01-15 00:00:00.000
72,29,73,2012-01-22 00:00:00.000,3,379,36.9705,110.9115,3.0,0.0,3.0,2012-01-15 00:00:00.000
73,30,74,2012-01-22 00:00:00.000,550,476,15.8865,8737.575,550.0,0.0,550.0,2012-01-15 00:00:00.000
74,30,75,2012-01-22 00:00:00.000,550,477,11.6655,6416.025,550.0,55.0,495.0,2012-01-15 00:00:00.000
75,30,76,2012-01-22 00:00:00.000,550,478,11.088,6098.4,550.0,0.0,550.0,2012-01-15 00:00:00.000
76,31,77,2012-01-22 00:00:00.000,3,402,47.4705,142.4115,3.0,0.0,3.0,2012-01-15 00:00:00.000
77,32,78,2012-01-22 00:00:00.000,550,510,23.079,12693.45,550.0,82.0,468.0,2012-01-15 00:00:00.000
78,32,79,2012-01-22 00:00:00.000,550,511,29.274,16100.7,550.0,0.0,550.0,2012-01-15 00:00:00.000
79,33,80,2012-01-30 00:00:00.000,3,403,45.3705,136.1115,3.0,0.0,3.0,2012-01-23 00:00:00.000
80,33,81,2012-01-30 00:00:00.000,3,404,49.644,148.932,3.0,0.0,3.0,2012-01-23 00:00:00.000
81,33,82,2012-01-30 00:00:00.000,3,405,45.3705,136.1115,3.0,0.0,3.0,2012-01-23 00:00:00.000
82,34,83,2012-01-30 00:00:00.000,550,525,2.3205,1276.275,550.0,550.0,0.0,2012-01-23 00:00:00.000
83,35,84,2012-01-30 00:00:00.000,550,526,3.6435,2003.925,550.0,0.0,550.0,2012-01-23 00:00:00.000
84,36,85,2012-01-30 00:00:00.000,550,908,21.0945,11601.975,468.0,0.0,468.0,2012-01-23 00:00:00.000
85,36,86,2012-01-30 00:00:00.000,550,909,30.4395,16741.725,550.0,0.0,550.0,2012-01-23 00:00:00.000
86,36,87,2012-01-30 00:00:00.000,550,913,40.9395,22516.725,550.0,0.0,550.0,2012-01-23 00:00:00.000
87,37,88,2012-01-30 00:00:00.000,60,356,3.6015,216.09,60.0,0.0,60.0,2012-01-23 00:00:00.000
88,37,89,2012-01-30 00:00:00.000,60,357,3.9795,238.77,60.0,0.0,60.0,2012-01-23 00:00:00.000
89,38,90,2012-01-30 00:00:00.000,550,935,31.4895,17319.225,550.0,0.0,550.0,2012-01-23 00:00:00.000
90,38,91,2012-01-30 00:00:00.000,550,936,48.2895,26559.225,550.0,0.0,550.0,2012-01-23 00:00:00.000
91,39,92,2012-01-30 00:00:00.000,550,524,12.9675,7132.125,550.0,0.0,550.0,2012-01-23 00:00:00.000
92,40,93,2012-01-30 00:00:00.000,550,911,21.0945,11601.975,550.0,0.0,550.0,2012-01-23 00:00:00.000
93,40,94,2012-01-30 00:00:00.000,550,912,30.4395,16741.725,550.0,55.0,495.0,2012-01-23 00:00:00.000
94,41,95,2012-01-30 00:00:00.000,550,910,40.9395,22516.725,550.0,0.0,550.0,2012-01-23 00:00:00.000
95,42,96,2012-01-30 00:00:00.000,550,937,62.9895,34644.225,550.0,82.0,468.0,2012-01-23 00:00:00.000
96,43,97,2012-01-30 00:00:00.000,3,463,47.523,142.569,3.0,0.0,3.0,2012-01-23 00:00:00.000
97,43,98,2012-01-30 00:00:00.000,3,464,45.423,136.269,3.0,0.0,3.0,2012-01-23 00:00:00.000
98,43,99,2012-01-30 00:00:00.000,3,465,49.6965,149.0895,3.0,0.0,3.0,2012-01-23 00:00:00.000
99,44,100,2012-01-30 00:00:00.000,3,462,47.6805,143.0415,3.0,3.0,0.0,2012-01-23 00:00:00.000
100,45,101,2012-01-30 00:00:00.000,550,510,23.4045,12872.475,550.0,0.0,550.0,2012-01-23 00:00:00.000
101,45,102,2012-01-30 00:00:00.000,550,511,27.867,15326.85,523.0,0.0,523.0,2012-01-23 00:00:00.000
102,46,103,2012-01-30 00:00:00.000,550,527,6.7515,3713.325,468.0,0.0,468.0,2012-01-23 00:00:00.000
103,47,104,2012-01-30 00:00:00.000,550,938,31.4895,17319.225,550.0,0.0,550.0,2012-01-23 00:00:00.000
104,47,105,2012-01-30 00:00:00.000,550,939,48.2895,26559.225,550.0,0.0,550.0,2012-01-23 00:00:00.000
105,47,106,2012-01-30 00:00:00.000,550,509,36.2775,19952.625,550.0,0.0,550.0,2012-01-23 00:00:00.000
106,48,107,2012-01-30 00:00:00.000,60,492,50.7465,3044.79,60.0,0.0,60.0,2012-01-23 00:00:00.000
107,48,108,2012-01-30 00:00:00.000,60,493,58.2645,3495.87,60.0,0.0,60.0,2012-01-23 00:00:00.000
108,48,109,2012-01-30 00:00:00.000,60,494,50.7465,3044.79,60.0,0.0,60.0,2012-01-23 00:00:00.000
109,48,110,2012-01-30 00:00:00.000,60,495,62.9265,3775.59,60.0,0.0,60.0,2012-01-23 00:00:00.000
110,48,111,2012-01-30 00:00:00.000,60,496,49.6545,2979.27,60.0,0.0,60.0,2012-01-23 00:00:00.000
111,49,112,2012-02-03 00:00:00.000,550,523,10.3845,5711.475,550.0,0.0,550.0,2012-01-27 00:00:00.000
112,50,113,2012-02-03 00:00:00.000,3,422,47.6805,143.0415,3.0,0.0,3.0,2012-01-27 00:00:00.000
113,50,114,2012-02-03 00:00:00.000,3,423,45.5805,136.7415,3.0,0.0,3.0,2012-01-27 00:00:00.000
114,50,115,2012-02-03 00:00:00.000,3,424,49.854,149.562,3.0,0.0,3.0,2012-01-27 00:00:00.000
115,51,116,2012-02-03 00:00:00.000,3,490,12.7155,38.1465,3.0,0.0,3.0,2012-01-27 00:00:00.000
116,51,117,2012-02-03 00:00:00.000,3,491,19.9395,59.8185,3.0,0.0,3.0,2012-01-27 00:00:00.000
117,52,118,2012-02-03 00:00:00.000,3,528,38.157,114.471,3.0,0.0,3.0,2012-01-27 00:00:00.000
118,53,119,2012-02-07 00:00:00.000,3,505,44.2155,132.6465,3.0,0.0,3.0,2012-01-31 00:00:00.000
119,54,120,2012-02-07 00:00:00.000,550,938,31.4895,17319.225,550.0,550.0,0.0,2012-01-31 00:00:00.000
120,54,121,2012-02-07 00:00:00.000,550,939,48.2895,26559.225,550.0,550.0,0.0,2012-01-31 00:00:00.000
121,55,122,2012-02-07 00:00:00.000,60,358,6.9825,418.95,60.0,0.0,60.0,2012-01-31 00:00:00.000
122,56,123,2012-02-07 00:00:00.000,3,375,43.2705,129.8115,3.0,0.0,3.0,2012-01-31 00:00:00.000
123,56,124,2012-02-07 00:00:00.000,3,376,47.544,142.632,3.0,0.0,3.0,2012-01-31 00:00:00.000
124,56,125,2012-02-07 00:00:00.000,3,377,43.2705,129.8115,3.0,0.0,3.0,2012-01-31 00:00:00.000
125,56,126,2012-02-07 00:00:00.000,3,378,41.1705,123.5115,3.0,0.0,3.0,2012-01-31 00:00:00.000
126,57,127,2012-02-07 00:00:00.000,60,356,3.381,202.86,60.0,0.0,60.0,2012-01-31 00:00:00.000
127,57,128,2012-02-07 00:00:00.000,60,357,4.3155,258.93,60.0,0.0,60.0,2012-01-31 00:00:00.000
128,58,129,2012-02-07 00:00:00.000,3,375,43.2705,129.8115,3.0,0.0,3.0,2012-01-31 00:00:00.000
129,58,130,2012-02-07 00:00:00.000,3,376,41.1705,123.5115,3.0,0.0,3.0,2012-01-31 00:00:00.000
130,58,131,2012-02-07 00:00:00.000,3,377,45.444,136.332,3.0,0.0,3.0,2012-01-31 00:00:00.000
131,58,132,2012-02-07 00:00:00.000,3,378,41.1705,123.5115,3.0,0.0,3.0,2012-01-31 00:00:00.000
132,58,133,2012-02-07 00:00:00.000,3,379,39.0705,117.2115,3.0,0.0,3.0,2012-01-31 00:00:00.000
133,59,134,2012-02-07 00:00:00.000,3,490,12.3585,37.0755,3.0,0.0,3.0,2012-01-31 00:00:00.000
134,60,135,2012-02-07 00:00:00.000,550,513,39.1965,21558.075,550.0,0.0,550.0,2012-01-31 00:00:00.000
135,61,136,2012-02-07 00:00:00.000,3,403,45.444,136.332,3.0,0.0,3.0,2012-01-31 00:00:00.000
136,61,137,2012-02-07 00:00:00.000,3,404,41.1705,123.5115,3.0,0.0,3.0,2012-01-31 00:00:00.000
137,61,138,2012-02-07 00:00:00.000,3,405,39.0705,117.2115,3.0,0.0,3.0,2012-01-31 00:00:00.000
138,61,139,2012-02-07 00:00:00.000,3,406,43.344,130.032,3.0,0.0,3.0,2012-01-31 00:00:00.000
139,62,140,2012-02-07 00:00:00.000,550,931,34.8705,19178.775,550.0,82.0,468.0,2012-01-31 00:00:00.000
140,62,141,2012-02-07 00:00:00.000,550,932,39.7635,21869.925,550.0,0.0,550.0,2012-01-31 00:00:00.000
141,63,142,2012-02-07 00:00:00.000,3,422,47.6805,143.0415,3.0,0.0,3.0,2012-01-31 00:00:00.000
142,63,143,2012-02-07 00:00:00.000,3,423,45.5805,136.7415,3.0,0.0,3.0,2012-01-31 00:00:00.000
143,63,144,2012-02-07 00:00:00.000,3,424,49.854,149.562,3.0,0.0,3.0,2012-01-31 00:00:00.000
144,64,145,2012-02-07 00:00:00.000,3,341,47.5755,142.7265,3.0,3.0,0.0,2012-01-31 00:00:00.000
145,64,146,2012-02-07 00:00:00.000,3,342,45.4755,136.4265,3.0,3.0,0.0,2012-01-31 00:00:00.000
146,65,147,2012-02-07 00:00:00.000,550,931,34.3455,18890.025,550.0,0.0,550.0,2012-01-31 00:00:00.000
147,65,148,2012-02-07 00:00:00.000,550,932,39.2385,21581.175,523.0,0.0,523.0,2012-01-31 00:00:00.000
148,66,149,2012-02-07 00:00:00.000,3,341,47.4705,142.4115,3.0,0.0,3.0,2012-01-31 00:00:00.000
149,66,150,2012-02-07 00:00:00.000,3,342,45.3705,136.1115,3.0,0.0,3.0,2012-01-31 00:00:00.000
150,66,151,2012-02-07 00:00:00.000,3,343,49.644,148.932,3.0,0.0,3.0,2012-01-31 00:00:00.000
151,66,152,2012-02-07 00:00:00.000,3,344,45.3705,136.1115,3.0,0.0,3.0,2012-01-31 00:00:00.000
152,67,153,2012-02-07 00:00:00.000,550,928,32.7705,18023.775,550.0,0.0,550.0,2012-01-31 00:00:00.000
153,67,154,2012-02-07 00:00:00.000,550,929,37.086,20397.3,550.0,0.0,550.0,2012-01-31 00:00:00.000
154,67,155,2012-02-07 00:00:00.000,550,930,43.0395,23671.725,550.0,0.0,550.0,2012-01-31 00:00:00.000
155,68,156,2012-02-07 00:00:00.000,550,332,10.815,5948.25,550.0,0.0,550.0,2012-01-31 00:00:00.000
156,69,157,2012-02-08 00:00:00.000,550,948,82.8345,45558.975,550.0,0.0,550.0,2012-02-01 00:00:00.000
157,69,158,2012-02-08 00:00:00.000,550,907,82.8345,45558.975,550.0,0.0,550.0,2012-02-01 00:00:00.000
158,70,159,2012-02-08 00:00:00.000,1250,325,0.21,262.5,1250.0,0.0,1250.0,2012-02-01 00:00:00.000
159,70,160,2012-02-08 00:00:00.000,1250,326,0.21,262.5,1250.0,125.0,1125.0,2012-02-01 00:00:00.000
160,71,161,2012-02-08 00:00:00.000,3,320,49.644,148.932,3.0,0.0,3.0,2012-02-01 00:00:00.000
161,71,162,2012-02-08 00:00:00.000,3,321,44.3205,132.9615,3.0,0.0,3.0,2012-02-01 00:00:00.000
162,71,163,2012-02-08 00:00:00.000,60,322,28.6965,1721.79,60.0,3.0,57.0,2012-02-01 00:00:00.000
163,72,164,2012-02-08 00:00:00.000,550,930,42.5145,23382.975,550.0,82.0,468.0,2012-02-01 00:00:00.000
164,72,165,2012-02-08 00:00:00.000,550,921,5.586,3072.3,550.0,0.0,550.0,2012-02-01 00:00:00.000
165,73,166,2012-02-23 00:00:00.000,60,952,15.7395,944.37,60.0,0.0,60.0,2012-02-16 00:00:00.000
166,74,167,2012-02-23 00:00:00.000,550,933,43.4595,23902.725,550.0,550.0,0.0,2012-02-16 00:00:00.000
167,74,168,2012-02-23 00:00:00.000,550,934,37.6215,20691.825,550.0,550.0,0.0,2012-02-16 00:00:00.000
168,75,169,2012-02-23 00:00:00.000,550,317,29.5785,16268.175,550.0,0.0,550.0,2012-02-16 00:00:00.000
169,75,170,2012-02-23 00:00:00.000,550,318,36.099,19854.45,523.0,0.0,523.0,2012-02-16 00:00:00.000
170,75,171,2012-02-23 00:00:00.000,550,319,48.5835,26720.925,550.0,0.0,550.0,2012-02-16 00:00:00.000
171,76,172,2012-02-23 00:00:00.000,550,928,32.2455,17735.025,468.0,0.0,468.0,2012-02-16 00:00:00.000
172,76,173,2012-02-23 00:00:00.000,550,929,36.561,20108.55,550.0,0.0,550.0,2012-02-16 00:00:00.000
173,77,174,2012-02-23 00:00:00.000,550,319,46.4205,25531.275,550.0,0.0,550.0,2012-02-16 00:00:00.000
174,78,175,2012-02-23 00:00:00.000,3,359,47.523,142.569,3.0,0.0,3.0,2012-02-16 00:00:00.000
175,78,176,2012-02-23 00:00:00.000,3,360,45.423,136.269,3.0,0.0,3.0,2012-02-16 00:00:00.000
176,78,177,2012-02-23 00:00:00.000,3,361,49.6965,149.0895,3.0,0.0,3.0,2012-02-16 00:00:00.000
177,78,178,2012-02-23 00:00:00.000,3,362,45.423,136.269,3.0,0.0,3.0,2012-02-16 00:00:00.000
178,78,179,2012-02-23 00:00:00.000,3,363,43.323,129.969,3.0,0.0,3.0,2012-02-16 00:00:00.000
179,79,180,2012-02-23 00:00:00.000,3,2,41.916,125.748,3.0,0.0,3.0,2012-02-16 00:00:00.000
180,80,181,2012-02-23 00:00:00.000,3,1,50.2635,150.7905,3.0,0.0,3.0,2012-02-16 00:00:00.000
181,81,182,2012-02-23 00:00:00.000,3,361,49.854,149.562,3.0,0.0,3.0,2012-02-16 00:00:00.000
182,81,183,2012-02-23 00:00:00.000,3,362,45.5805,136.7415,3.0,0.0,3.0,2012-02-16 00:00:00.000
183,81,184,2012-02-23 00:00:00.000,3,363,43.4805,130.4415,3.0,0.0,3.0,2012-02-16 00:00:00.000
184,81,185,2012-02-23 00:00:00.000,3,364,47.754,143.262,3.0,0.0,3.0,2012-02-16 00:00:00.000
185,82,186,2012-02-23 00:00:00.000,550,530,16.086,8847.3,550.0,82.0,468.0,2012-02-16 00:00:00.000
186,83,187,2012-02-23 00:00:00.000,3,4,57.0255,171.0765,3.0,0.0,3.0,2012-02-16 00:00:00.000
187,84,188,2012-02-23 00:00:00.000,550,512,37.086,20397.3,550.0,550.0,0.0,2012-02-16 00:00:00.000
188,85,189,2012-02-23 00:00:00.000,550,513,26.5965,14628.075,550.0,0.0,550.0,2012-02-16 00:00:00.000
189,86,190,2012-02-23 00:00:00.000,550,317,27.0585,14882.175,468.0,0.0,468.0,2012-02-16 00:00:00.000
190,86,191,2012-02-23 00:00:00.000,550,318,33.579,18468.45,550.0,0.0,550.0,2012-02-16 00:00:00.000
191,86,192,2012-02-23 00:00:00.000,550,319,46.0635,25334.925,550.0,0.0,550.0,2012-02-16 00:00:00.000
192,87,193,2012-02-23 00:00:00.000,3,408,47.544,142.632,3.0,0.0,3.0,2012-02-16 00:00:00.000
193,87,194,2012-02-23 00:00:00.000,3,409,43.2705,129.8115,3.0,0.0,3.0,2012-02-16 00:00:00.000
194,87,195,2012-02-23 00:00:00.000,3,410,41.1705,123.5115,3.0,0.0,3.0,2012-02-16 00:00:00.000
195,87,196,2012-02-23 00:00:00.000,3,411,45.444,136.332,3.0,0.0,3.0,2012-02-16 00:00:00.000
196,87,197,2012-02-23 00:00:00.000,3,412,41.1705,123.5115,3.0,0.0,3.0,2012-02-16 00:00:00.000
197,87,198,2012-02-23 00:00:00.000,3,413,39.0705,117.2115,3.0,0.0,3.0,2012-02-16 00:00:00.000
198,88,199,2012-02-23 00:00:00.000,3,427,47.5965,142.7895,3.0,0.0,3.0,2012-02-16 00:00:00.000
199,88,200,2012-02-23 00:00:00.000,3,428,43.323,129.969,3.0,0.0,3.0,2012-02-16 00:00:00.000
200,88,201,2012-02-23 00:00:00.000,3,429,41.223,123.669,3.0,0.0,3.0,2012-02-16 00:00:00.000
201,88,202,2012-02-23 00:00:00.000,3,430,45.4965,136.4895,3.0,0.0,3.0,2012-02-16 00:00:00.000
202,88,203,2012-02-23 00:00:00.000,3,431,41.223,123.669,3.0,0.0,3.0,2012-02-16 00:00:00.000
203,89,204,2012-03-08 00:00:00.000,3,320,47.4705,142.4115,3.0,0.0,3.0,2012-03-01 00:00:00.000
204,89,205,2012-03-08 00:00:00.000,3,321,42.798,128.394,3.0,0.0,3.0,2012-03-01 00:00:00.000
205,89,206,2012-03-08 00:00:00.000,60,322,25.4205,1525.23,60.0,0.0,60.0,2012-03-01 00:00:00.000
206,90,207,2012-03-08 00:00:00.000,3,442,43.3965,130.1895,3.0,0.0,3.0,2012-03-01 00:00:00.000
207,90,208,2012-03-08 00:00:00.000,3,443,39.123,117.369,3.0,0.0,3.0,2012-03-01 00:00:00.000
208,90,209,2012-03-08 00:00:00.000,3,444,37.023,111.069,3.0,0.0,3.0,2012-03-01 00:00:00.000
209,91,210,2012-03-08 00:00:00.000,550,941,62.9895,34644.225,550.0,0.0,550.0,2012-03-01 00:00:00.000
210,92,211,2012-03-08 00:00:00.000,3,320,45.3705,136.1115,3.0,0.0,3.0,2012-03-01 00:00:00.000
211,92,212,2012-03-08 00:00:00.000,3,321,40.488,121.464,3.0,0.0,3.0,2012-03-01 00:00:00.000
212,93,213,2012-03-12 00:00:00.000,3,504,48.762,146.286,3.0,0.0,3.0,2012-03-05 00:00:00.000
213,94,214,2012-03-12 00:00:00.000,3,497,34.188,102.564,3.0,3.0,0.0,2012-03-05 00:00:00.000
214,95,215,2012-03-12 00:00:00.000,3,323,50.2635,150.7905,3.0,0.0,3.0,2012-03-05 00:00:00.000
215,96,216,2012-03-12 00:00:00.000,550,523,10.731,5902.05,468.0,0.0,468.0,2012-03-05 00:00:00.000
216,96,217,2012-03-12 00:00:00.000,550,524,14.1225,7767.375,550.0,0.0,550.0,2012-03-05 00:00:00.000
217,97,218,2012-03-22 00:00:00.000,60,492,50.2635,3015.81,60.0,0.0,60.0,2012-03-15 00:00:00.000
218,97,219,2012-03-22 00:00:00.000,60,493,57.1515,3429.09,60.0,0.0,60.0,2012-03-15 00:00:00.000
219,97,220,2012-03-22 00:00:00.000,60,494,53.2035,3192.21,60.0,0.0,60.0,2012-03-15 00:00:00.000
220,97,221,2012-03-22 00:00:00.000,60,495,63.693,3821.58,60.0,0.0,60.0,2012-03-15 00:00:00.000
221,97,222,2012-03-22 00:00:00.000,60,496,48.909,2934.54,60.0,0.0,60.0,2012-03-15 00:00:00.000
222,98,223,2012-03-22 00:00:00.000,550,913,40.9395,22516.725,550.0,0.0,550.0,2012-03-15 00:00:00.000
223,98,224,2012-03-22 00:00:00.000,550,914,21.0945,11601.975,550.0,0.0,550.0,2012-03-15 00:00:00.000
224,98,225,2012-03-22 00:00:00.000,550,915,30.4395,16741.725,550.0,0.0,550.0,2012-03-15 00:00:00.000
